""	"prix-unitaire"	"nom-du-produit"	"code-ean"
1717	2.450146781132751	"Environmental say treat western necessary. Nearly conference available magazine seem."	"3808937325770"
1767	1.195556654958671	"Newspaper realize type everyone character owner relationship for. Someone capital miss various. Rise million specific statement financial sing. Admit provide you over."	"5611627858490"
639	3.988815494530986	"Nation step box few role feel. Population vote you pressure blue gun present. Water rock finish others son you."	"6365564431450"
2654	18.26298858510128	"Your least here season offer back factor. Cultural daughter week. Right ball station sport name."	"8603112164558"
564	6.702130811436657	"Smile care discussion customer age room explain."	"0913204112199"
3140	4.109537943838528	"Technology college already yeah shake finally the lose. Cup family hospital card population half. Every impact least lawyer off fine."	"2552668058148"
4004	4.342070834747492	"Vote social artist single however hour. Simple out rock share team. Bed left month cost spend leg expert."	"7046364737216"
5430	24.770584780754863	"Even picture as gas. Feeling gas case deep job positive."	"6972564182352"
1773	4.042511707521489	"Blue opportunity between student. Evening draw choose break fight fill usually."	"4394644497354"
4083	4.013259464545358	"Coach spend painting build arrive. Yard employee source hotel generation over. Line land letter."	"4064092731774"
744	4.881242280746444	"Bring who those program political consumer. Address thought eye foreign them case. Glass nice likely base always old fall."	"4605219390636"
2889	9.116621048816805	"Various program happy decision life area. Collection community necessary. Sport their minute benefit member."	"5688910319907"
2533	5.296004926645136	"Be page civil entire. Movement box year car if center. Much sit science including force leg key."	"7599114297732"
5209	57.94264456688914	"Better own for price live. Manager final bill let. Effort ability and for."	"7872387031235"
2756	4.8050443118651085	"Year international picture away."	"6026739778465"
2029	3.0367417022800756	"Few south move better heavy miss would understand. Catch your throughout. Ready successful maintain relationship offer."	"5348234435362"
2592	6.294513029677026	"Office after service kitchen call action quality. Situation will paper race left institution. Provide quickly memory task detail well eat."	"5246109010228"
4769	1.5634303105327243	"Develop soldier day school major surface. Leader interest after statement themselves more."	"6510647414817"
2287	19.092247059995806	"Young authority same morning assume might growth. Scientist allow simple time."	"7647909205087"
1001	9.979345122921005	"Across eight material thought easy mean. Feeling his word hundred old quality with building. Know four important also choose. Give federal own stand feel evening election."	"9251400971822"
4660	1.4459897485880644	"Goal miss employee safe. Truth determine reduce staff trial exactly."	"5014999402825"
2487	46.021423854807615	"Whether add beyond us across."	"0350295017192"
3888	6.681612622597264	"Other force yet even again door. Serious manage himself process character house thing. Away determine firm certainly chance part although."	"7581643655404"
4760	10.155619973418792	"Family section big act like we."	"5064674323495"
321	8.240987240550393	"Wife else upon state capital game also service. Fall stuff present central not region choose none."	"2659754446497"
983	0.8300184474645196	"Culture quickly fight at between with. Where door discover personal. Wife no operation play grow rate."	"0555388542883"
1494	0.9122702857196616	"Majority training indeed week think. Law Congress concern up southern lay determine."	"4385120169438"
1084	5.018207529794747	"Run traditional writer itself best. Trade population three teach in strategy grow occur. Behind activity future stay door boy."	"1359775276424"
902	36.40202413174496	"Time understand least kid food south. Rule when street give significant. Cup meeting discover pick where."	"4497569418838"
5293	3.6551573998396383	"Start themselves stop detail so bank late."	"0881489698656"
910	13.89570421063145	"Among then discuss recognize here coach hand. Voice third suggest middle western everybody recently line. Instead for behavior he fall door."	"2036772349007"
1075	3.3010791876682353	"Word across strong case control political material. Billion yes method risk Mrs."	"2886584433483"
1740	36.521596053720145	"White major without deep success now. Realize recently local. Suddenly well enter third."	"0116899889739"
890	9.993779189789832	"Site oil development democratic real company create. Strong community read herself gas. Task television world teach bit can."	"1165385570377"
4877	5.086422249192734	"Body democratic continue develop pass wear fill. Idea similar old wife red clear."	"6120910383001"
873	9.363792142564336	"Defense win discussion that bad. Positive in late coach cultural cut. Analysis he alone imagine."	"1824442345081"
4325	1.1149106156059503	"Happen just detail onto. Else hot camera. Trip his system huge wear among."	"4569529062174"
4787	18.52735857373943	"Treat investment family standard. That these face new agreement seem hard."	"2623850815709"
1207	12.384153986552741	"Significant chair drop include perform identify. Half high when analysis evening."	"4090157940553"
2782	41.77149941006452	"Small between per yet item. Little hour notice old. Add clearly black through land. Marriage either catch sit bit."	"7756426917523"
3306	6.203466927897137	"Check without treatment century. Figure number help effort. Member easy rock. Student result personal fill."	"4716753907720"
4163	5.229508229791532	"Bag catch sell together reveal hundred. Store though feeling little though local happen."	"4389374057435"
1766	7.85624571251319	"Decade story structure forward. Tonight study his everyone while. Guess those throw face."	"0430852484954"
1822	5.467686562206549	"Bad make window reach economic. Computer series able recently time improve response itself."	"9028054989264"
4624	4.481464958412847	"Particular draw TV hope nation none name. Action discussion never material vote. Interesting really management respond century best already consider."	"7402623833639"
2896	18.646141548605318	"Chance point factor respond hear. Down instead include produce wear sometimes pull should."	"4885602615175"
662	1.9872467210093894	"Discover market gas discussion own short blue. Now speech floor think."	"4231492330634"
625	1.7542214566756185	"Four research language. Specific town kind loss that purpose."	"1850895284103"
3018	4.2305871894630505	"The box the president. Voice open relationship spring. Within describe article north foot."	"4840572243995"
4509	13.362029042256935	"Admit story success region population growth tend. Thing maybe part day stock teach line. Yet fast hundred vote mother movement yes."	"2530465878688"
4165	7.647425879147991	"Might affect hold receive hit herself. Cost staff matter whether word itself."	"1083199865413"
